downtime_id,batch_id,machine_id,production_date,start_ts,end_ts,duration_minutes,reported_duration_minutes,reported_reason_code,reported_reason_label,true_reason_code,true_reason_label,was_logged
D33d41b549334-0,B33d41b549334,2,2021-07-17,2021-07-17 03:44:36.484758598,2021-07-17 03:47:46.011869517,3.16,5.0,99,Other,01,Changeover / SMED,True
Ddcd99d24170b-0,Bdcd99d24170b,1,2021-07-17,2021-07-18 02:35:25.248680605,2021-07-18 02:49:08.705880975,13.72,15.0,01,Changeover / SMED,01,Changeover / SMED,True
Ddcd99d24170b-1,Bdcd99d24170b,1,2021-07-17,2021-07-18 02:49:08.705880975,2021-07-18 02:50:51.318693961,1.71,1.71,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D46d1b45c9b7e-0,B46d1b45c9b7e,1,2021-07-17,2021-07-18 04:11:37.797700213,2021-07-18 04:20:27.072698651,8.82,8.82,99,Other,01,Changeover / SMED,True
D6bc7bd9b4333-0,B6bc7bd9b4333,1,2021-07-17,2021-07-18 04:42:44.545028801,2021-07-18 04:43:32.481532569,0.8,0.8,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D6bc7bd9b4333-1,B6bc7bd9b4333,1,2021-07-17,2021-07-18 04:43:32.481532569,2021-07-18 04:44:10.588101996,0.64,0.64,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D6bc7bd9b4333-2,B6bc7bd9b4333,1,2021-07-17,2021-07-18 04:44:10.588101997,2021-07-18 04:54:42.018947719,10.52,10.52,01,Changeover / SMED,01,Changeover / SMED,True
D3bedf8133844-0,B3bedf8133844,2,2021-07-17,2021-07-17 03:49:40.408156394,2021-07-17 03:53:31.519980813,3.85,5.0,01,Changeover / SMED,01,Changeover / SMED,True
Db3c54708a203-0,Bb3c54708a203,2,2021-07-17,2021-07-17 03:54:12.304420417,2021-07-17 03:57:27.860277756,3.26,3.26,99,Other,01,Changeover / SMED,True
D6249707d136b-0,B6249707d136b,2,2021-07-17,2021-07-17 03:58:02.370134934,2021-07-17 04:01:02.370134934,3.0,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D101dec25e010-0,B101dec25e010,1,2021-07-17,2021-07-18 05:22:28.947065478,2021-07-18 05:28:22.908479836,5.9,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D101dec25e010-1,B101dec25e010,1,2021-07-17,2021-07-18 05:28:22.908479836,2021-07-18 05:28:56.964802255,0.57,0.57,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D528605c10f7e-0,B528605c10f7e,2,2021-07-17,2021-07-17 04:01:52.435849450,2021-07-17 04:04:55.769465705,3.06,5.0,99,Other,01,Changeover / SMED,True
Dfe04fb3445e2-0,Bfe04fb3445e2,1,2021-07-17,2021-07-18 05:52:17.248592986,2021-07-18 05:59:13.383923561,6.94,6.94,99,Other,01,Changeover / SMED,True
Dfe04fb3445e2-1,Bfe04fb3445e2,1,2021-07-17,2021-07-18 05:59:13.383923561,2021-07-18 05:59:55.284516015,0.7,0.7,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dfe04fb3445e2-2,Bfe04fb3445e2,1,2021-07-17,2021-07-18 05:59:55.284516016,2021-07-18 06:00:49.737147688,0.91,0.91,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dfe04fb3445e2-3,Bfe04fb3445e2,1,2021-07-17,2021-07-18 06:00:49.737147689,2021-07-18 06:02:00.360001875,1.18,1.18,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Da6acdb43fa8f-0,Ba6acdb43fa8f,2,2021-07-17,2021-07-17 04:05:28.122456810,2021-07-17 04:07:18.951577239,1.85,1.85,01,Changeover / SMED,01,Changeover / SMED,False
Da6acdb43fa8f-1,Ba6acdb43fa8f,2,2021-07-17,2021-07-17 04:07:18.951577239,2021-07-17 04:07:30.344867646,0.19,0.19,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dd6187c19e7da-0,Bd6187c19e7da,3,2021-07-17,2021-07-17 02:00:00.000000000,2021-07-17 02:00:18.000000000,0.3,0.3,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D31b0a94c3852-0,B31b0a94c3852,2,2021-07-17,2021-07-17 04:07:51.913528383,2021-07-17 04:09:11.913528383,1.33,1.33,01,Changeover / SMED,01,Changeover / SMED,False
Ddee8a6e35400-0,Bdee8a6e35400,1,2021-07-19,2021-07-19 02:00:00.000000000,2021-07-19 02:01:00.095819584,1.0,1.0,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddee8a6e35400-1,Bdee8a6e35400,1,2021-07-19,2021-07-19 02:01:00.095819584,2021-07-19 02:02:54.751718308,1.91,1.91,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddee8a6e35400-2,Bdee8a6e35400,1,2021-07-19,2021-07-19 02:02:54.751718308,2021-07-19 02:12:30.687535472,9.6,10.0,03,Process / Materials,03,Process / Materials,True
Ddee8a6e35400-3,Bdee8a6e35400,1,2021-07-19,2021-07-19 02:12:30.687535473,2021-07-19 02:13:36.129027463,1.09,1.09,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddee8a6e35400-4,Bdee8a6e35400,1,2021-07-19,2021-07-19 02:13:36.129027463,2021-07-19 02:14:11.725646809,0.59,0.59,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddee8a6e35400-5,Bdee8a6e35400,1,2021-07-19,2021-07-19 02:14:11.725646810,2021-07-19 02:15:51.316923308,1.66,1.66,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddee8a6e35400-6,Bdee8a6e35400,1,2021-07-19,2021-07-19 02:15:51.316923308,2021-07-19 02:17:34.096083090,1.71,1.71,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddee8a6e35400-7,Bdee8a6e35400,1,2021-07-19,2021-07-19 02:17:34.096083091,2021-07-19 02:18:46.945511971,1.21,1.21,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddee8a6e35400-8,Bdee8a6e35400,1,2021-07-19,2021-07-19 02:18:46.945511972,2021-07-19 02:19:51.516327069,1.08,1.08,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddee8a6e35400-9,Bdee8a6e35400,1,2021-07-19,2021-07-19 02:19:51.516327069,2021-07-19 02:20:09.516327069,0.3,0.3,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddee8a6e35400-10,Bdee8a6e35400,1,2021-07-19,2021-07-19 02:20:09.516327069,2021-07-19 02:20:56.614871901,0.78,0.78,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddee8a6e35400-11,Bdee8a6e35400,1,2021-07-19,2021-07-19 02:20:56.614871901,2021-07-19 02:22:28.569632319,1.53,1.53,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Db2c34cd02547-0,Bb2c34cd02547,2,2021-07-19,2021-07-19 02:00:00.000000000,2021-07-19 02:01:03.916583259,1.07,1.07,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Db2c34cd02547-1,Bb2c34cd02547,2,2021-07-19,2021-07-19 02:01:03.916583259,2021-07-19 02:03:14.206538798,2.17,2.17,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Da62452c72bf3-0,Ba62452c72bf3,1,2021-07-19,2021-07-19 06:23:31.764705882,2021-07-19 06:30:07.806037699,6.6,6.6,01,Changeover / SMED,01,Changeover / SMED,True
Da62452c72bf3-1,Ba62452c72bf3,1,2021-07-19,2021-07-19 06:30:07.806037699,2021-07-19 06:30:25.806037699,0.3,0.3,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D1ce73f0ef50d-0,B1ce73f0ef50d,2,2021-07-19,2021-07-19 02:18:57.254901960,2021-07-19 02:26:16.877797827,7.33,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D9b39a7628f6c-0,B9b39a7628f6c,1,2021-07-19,2021-07-19 07:20:47.058823529,2021-07-19 07:41:03.241566868,20.27,20.0,02,Mechanical / Technical,02,Mechanical / Technical,True
D9b39a7628f6c-1,B9b39a7628f6c,1,2021-07-19,2021-07-19 07:41:03.241566868,2021-07-19 07:48:47.058823528,7.73,10.0,01,Changeover / SMED,01,Changeover / SMED,True
D821a6e9fb9f3-0,B821a6e9fb9f3,1,2021-07-19,2021-07-19 07:53:43.529411764,2021-07-19 07:59:17.824585091,5.57,5.0,01,Changeover / SMED,01,Changeover / SMED,True
Ddb05929ff171-0,Bdb05929ff171,1,2021-07-19,2021-07-19 08:19:39.607843137,2021-07-19 08:31:16.718528976,11.62,11.62,01,Changeover / SMED,01,Changeover / SMED,True
Df674cf2c91f4-0,Bf674cf2c91f4,1,2021-07-19,2021-07-19 09:23:58.645763544,2021-07-19 09:24:56.225615236,0.96,0.96,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Df674cf2c91f4-1,Bf674cf2c91f4,1,2021-07-19,2021-07-19 09:24:56.225615236,2021-07-19 09:31:30.968589700,6.58,6.58,01,Changeover / SMED,01,Changeover / SMED,True
Df674cf2c91f4-2,Bf674cf2c91f4,1,2021-07-19,2021-07-19 09:31:30.968589700,2021-07-19 09:32:36.934648997,1.1,1.1,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D975b2aab3898-0,B975b2aab3898,1,2021-07-19,2021-07-19 11:00:11.194783152,2021-07-19 11:11:21.500274038,11.17,10.0,01,Changeover / SMED,01,Changeover / SMED,True
D975b2aab3898-1,B975b2aab3898,1,2021-07-19,2021-07-19 11:11:21.500274038,2021-07-19 11:13:58.074560534,2.61,2.61,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D975b2aab3898-2,B975b2aab3898,1,2021-07-19,2021-07-19 11:13:58.074560535,2021-07-19 11:14:52.571131702,0.91,0.91,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D975b2aab3898-3,B975b2aab3898,1,2021-07-19,2021-07-19 11:14:52.571131703,2021-07-19 11:16:15.356531038,1.38,1.38,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D975b2aab3898-4,B975b2aab3898,1,2021-07-19,2021-07-19 11:16:15.356531038,2021-07-19 11:17:50.230427858,1.58,1.58,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D38f3bc0ad118-0,B38f3bc0ad118,1,2021-07-19,2021-07-19 12:16:20.790935071,2021-07-19 12:21:04.029542632,4.72,4.72,01,Changeover / SMED,01,Changeover / SMED,True
D6137230fe2b5-0,B6137230fe2b5,1,2021-07-19,2021-07-19 12:27:19.610397696,2021-07-19 12:37:32.680097846,10.22,10.0,01,Changeover / SMED,01,Changeover / SMED,True
D62b33dbc0549-0,B62b33dbc0549,2,2021-07-19,2021-07-19 02:28:47.453712794,2021-07-19 02:29:37.453712793,0.83,0.83,01,Changeover / SMED,01,Changeover / SMED,False
Df2c8ed6892bf-0,Bf2c8ed6892bf,1,2021-07-19,2021-07-19 12:59:07.132027037,2021-07-19 13:05:25.248317901,6.3,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D181b13670c79-0,B181b13670c79,2,2021-07-19,2021-07-19 02:29:46.277242205,2021-07-19 02:31:36.277411958,1.83,1.83,01,Changeover / SMED,01,Changeover / SMED,False
De91fe35af31f-0,Be91fe35af31f,1,2021-07-19,2021-07-19 13:36:45.955556449,2021-07-19 13:37:32.888456793,0.78,0.78,06,Micro-stop (never logged),06,Micro-stop (never logged),False
De91fe35af31f-1,Be91fe35af31f,1,2021-07-19,2021-07-19 13:37:32.888456793,2021-07-19 13:47:55.729398869,10.38,10.0,01,Changeover / SMED,01,Changeover / SMED,True
De91fe35af31f-2,Be91fe35af31f,1,2021-07-19,2021-07-19 13:47:55.729398869,2021-07-19 13:48:26.261336767,0.51,0.51,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D6cea1c658d17-0,B6cea1c658d17,1,2021-07-19,2021-07-19 14:10:13.798693704,2021-07-19 14:16:35.992359782,6.37,6.37,01,Changeover / SMED,01,Changeover / SMED,True
Dea83eeb6b41a-0,Bea83eeb6b41a,2,2021-07-19,2021-07-19 02:31:55.689206621,2021-07-19 02:33:09.022653123,1.22,1.22,01,Changeover / SMED,01,Changeover / SMED,False
Ddb9bd9f69f66-0,Bdb9bd9f69f66,1,2021-07-20,2021-07-20 02:00:00.000000000,2021-07-20 02:30:27.164895099,30.45,30.0,04,Personnel,04,Personnel,True
Ddb9bd9f69f66-1,Bdb9bd9f69f66,1,2021-07-20,2021-07-20 02:30:27.164895099,2021-07-20 02:30:55.000368497,0.46,0.46,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddb9bd9f69f66-2,Bdb9bd9f69f66,1,2021-07-20,2021-07-20 02:30:55.000368497,2021-07-20 02:31:55.584760244,1.01,1.01,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddb9bd9f69f66-3,Bdb9bd9f69f66,1,2021-07-20,2021-07-20 02:31:55.584760244,2021-07-20 02:33:16.136284838,1.34,1.34,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddb9bd9f69f66-4,Bdb9bd9f69f66,1,2021-07-20,2021-07-20 02:33:16.136284839,2021-07-20 02:34:26.100861750,1.17,1.17,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddb9bd9f69f66-5,Bdb9bd9f69f66,1,2021-07-20,2021-07-20 02:34:26.100861750,2021-07-20 02:36:22.686512827,1.94,1.94,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddb9bd9f69f66-6,Bdb9bd9f69f66,1,2021-07-20,2021-07-20 02:36:22.686512827,2021-07-20 02:37:23.587823325,1.02,1.02,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddb9bd9f69f66-7,Bdb9bd9f69f66,1,2021-07-20,2021-07-20 02:37:23.587823326,2021-07-20 02:38:45.644670291,1.37,1.37,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Db6e729644c39-0,Bb6e729644c39,1,2021-07-20,2021-07-20 06:06:16.470588235,2021-07-20 06:07:53.018120874,1.61,1.61,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Db6e729644c39-1,Bb6e729644c39,1,2021-07-20,2021-07-20 06:07:53.018120874,2021-07-20 06:14:03.724957997,6.18,5.0,99,Other,01,Changeover / SMED,True
De5448f404e78-0,Be5448f404e78,2,2021-07-20,2021-07-20 02:13:53.333333333,2021-07-20 02:24:26.257424296,10.55,10.0,01,Changeover / SMED,01,Changeover / SMED,True
De5448f404e78-1,Be5448f404e78,2,2021-07-20,2021-07-20 02:24:26.257424296,2021-07-20 02:26:31.670177484,2.09,2.09,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dc34ea32cd293-0,Bc34ea32cd293,1,2021-07-20,2021-07-20 07:04:18.823529411,2021-07-20 07:06:10.745022809,1.87,1.87,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dc34ea32cd293-1,Bc34ea32cd293,1,2021-07-20,2021-07-20 07:06:10.745022809,2021-07-20 07:15:43.529760994,9.55,10.0,99,Other,01,Changeover / SMED,True
D7eb347e0c20c-0,B7eb347e0c20c,1,2021-07-20,2021-07-20 07:48:14.117647058,2021-07-20 07:58:35.582792358,10.36,10.36,01,Changeover / SMED,01,Changeover / SMED,True
D06d90cbc82c7-0,B06d90cbc82c7,1,2021-07-20,2021-07-20 08:00:37.418437519,2021-07-20 08:04:03.475554413,3.43,5.0,99,Other,01,Changeover / SMED,True
D14d5dff79c4e-0,B14d5dff79c4e,1,2021-07-20,2021-07-20 08:16:31.143927715,2021-07-20 08:17:41.578459609,1.17,1.17,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D14d5dff79c4e-1,B14d5dff79c4e,1,2021-07-20,2021-07-20 08:17:41.578459609,2021-07-20 08:18:51.107697011,1.16,1.16,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D14d5dff79c4e-2,B14d5dff79c4e,1,2021-07-20,2021-07-20 08:18:51.107697012,2021-07-20 08:20:18.604708504,1.46,1.46,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D14d5dff79c4e-3,B14d5dff79c4e,1,2021-07-20,2021-07-20 08:20:18.604708504,2021-07-20 08:21:58.641493236,1.67,1.67,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D14d5dff79c4e-4,B14d5dff79c4e,1,2021-07-20,2021-07-20 08:21:58.641493236,2021-07-20 08:24:00.245390073,2.03,2.03,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D14d5dff79c4e-5,B14d5dff79c4e,1,2021-07-20,2021-07-20 08:24:00.245390074,2021-07-20 08:28:14.660214005,4.24,5.0,99,Other,01,Changeover / SMED,True
D14d5dff79c4e-6,B14d5dff79c4e,1,2021-07-20,2021-07-20 08:28:14.660214006,2021-07-20 08:29:34.852200082,1.34,1.34,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D14d5dff79c4e-7,B14d5dff79c4e,1,2021-07-20,2021-07-20 08:29:34.852200082,2021-07-20 08:30:28.140033187,0.89,0.89,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D2b4d287f4045-0,B2b4d287f4045,1,2021-07-20,2021-07-20 09:20:39.224897752,2021-07-20 09:23:39.224897752,3.0,3.0,01,Changeover / SMED,01,Changeover / SMED,True
D2b4d287f4045-1,B2b4d287f4045,1,2021-07-20,2021-07-20 09:23:39.224897752,2021-07-20 09:25:13.425031417,1.57,1.57,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D2f87b750d73a-0,B2f87b750d73a,2,2021-07-20,2021-07-20 02:28:45.494326453,2021-07-20 02:30:59.828468278,2.24,2.24,01,Changeover / SMED,01,Changeover / SMED,False
Db23d90ae7bab-0,Bb23d90ae7bab,1,2021-07-20,2021-07-20 09:42:52.615846744,2021-07-20 09:58:07.921184615,15.26,15.0,01,Changeover / SMED,01,Changeover / SMED,True
Db23d90ae7bab-1,Bb23d90ae7bab,1,2021-07-20,2021-07-20 09:58:07.921184615,2021-07-20 09:59:23.391529052,1.26,1.26,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D5870df89884f-0,B5870df89884f,2,2021-07-20,2021-07-20 02:31:23.534493307,2021-07-20 02:33:25.756904144,2.04,2.04,01,Changeover / SMED,01,Changeover / SMED,False
Dd00306ec9d24-0,Bd00306ec9d24,2,2021-07-20,2021-07-20 02:33:47.325564880,2021-07-20 02:35:57.325966115,2.17,2.17,01,Changeover / SMED,01,Changeover / SMED,False
Dd1c27723cfbc-0,Bd1c27723cfbc,1,2021-07-20,2021-07-20 10:30:58.676574272,2021-07-20 10:45:33.074540911,14.57,15.0,01,Changeover / SMED,01,Changeover / SMED,True
D8f7eb073e314-0,B8f7eb073e314,1,2021-07-20,2021-07-20 10:48:51.657490776,2021-07-20 10:54:21.348463653,5.49,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D8f7eb073e314-1,B8f7eb073e314,1,2021-07-20,2021-07-20 10:54:21.348463653,2021-07-20 10:55:30.622518066,1.15,1.15,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddb137056d458-0,Bdb137056d458,1,2021-07-20,2021-07-20 11:06:44.638407281,2021-07-20 11:10:22.205252864,3.63,3.63,99,Other,01,Changeover / SMED,True
D05abf92048dd-0,B05abf92048dd,1,2021-07-20,2021-07-20 11:40:12.481544536,2021-07-20 11:53:52.527102622,13.67,15.0,01,Changeover / SMED,01,Changeover / SMED,True
Dee4214adab39-0,Bee4214adab39,2,2021-07-20,2021-07-20 02:36:20.267213393,2021-07-20 02:37:33.600659895,1.22,1.22,01,Changeover / SMED,01,Changeover / SMED,False
D82eb2dfc1151-0,B82eb2dfc1151,2,2021-07-20,2021-07-20 02:37:46.541856336,2021-07-20 02:38:59.875302838,1.22,1.22,01,Changeover / SMED,01,Changeover / SMED,False
D2149d403fff2-0,B2149d403fff2,1,2021-07-20,2021-07-20 11:56:17.241024638,2021-07-20 12:05:08.971072766,8.86,8.86,99,Other,01,Changeover / SMED,True
D2149d403fff2-1,B2149d403fff2,1,2021-07-20,2021-07-20 12:05:08.971072766,2021-07-20 12:07:06.741417831,1.96,1.96,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D02ff8caa2ffa-0,B02ff8caa2ffa,1,2021-07-21,2021-07-21 02:00:00.000000000,2021-07-21 02:00:32.930388605,0.55,0.55,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D02ff8caa2ffa-1,B02ff8caa2ffa,1,2021-07-21,2021-07-21 02:00:32.930388605,2021-07-21 02:01:31.040083905,0.97,0.97,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D02ff8caa2ffa-2,B02ff8caa2ffa,1,2021-07-21,2021-07-21 02:01:31.040083906,2021-07-21 02:02:47.614240379,1.28,1.28,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D02ff8caa2ffa-3,B02ff8caa2ffa,1,2021-07-21,2021-07-21 02:02:47.614240379,2021-07-21 02:03:25.372973114,0.63,0.63,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D02ff8caa2ffa-4,B02ff8caa2ffa,1,2021-07-21,2021-07-21 02:03:25.372973115,2021-07-21 02:04:51.251727954,1.43,1.43,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D02ff8caa2ffa-5,B02ff8caa2ffa,1,2021-07-21,2021-07-21 02:04:51.251727955,2021-07-21 02:07:02.025846153,2.18,2.18,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D02ff8caa2ffa-6,B02ff8caa2ffa,1,2021-07-21,2021-07-21 02:07:02.025846153,2021-07-21 02:08:35.243338345,1.55,1.55,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D02ff8caa2ffa-7,B02ff8caa2ffa,1,2021-07-21,2021-07-21 02:08:35.243338345,2021-07-21 02:10:07.567510358,1.54,1.54,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D56f3f4246a69-0,B56f3f4246a69,1,2021-07-21,2021-07-21 05:50:35.294117647,2021-07-21 05:54:15.846319205,3.68,5.0,99,Other,01,Changeover / SMED,True
D56f3f4246a69-1,B56f3f4246a69,1,2021-07-21,2021-07-21 05:54:15.846319205,2021-07-21 05:55:45.377774227,1.49,1.49,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D643485649f92-0,B643485649f92,1,2021-07-21,2021-07-21 06:43:08.235294117,2021-07-21 06:58:00.735749864,14.88,15.0,99,Other,01,Changeover / SMED,True
D643485649f92-1,B643485649f92,1,2021-07-21,2021-07-21 06:58:00.735749864,2021-07-21 06:59:10.408001181,1.16,1.16,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D3506f1f37d92-0,B3506f1f37d92,2,2021-07-21,2021-07-21 02:10:47.058823529,2021-07-21 02:11:46.313559676,0.99,0.99,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D3506f1f37d92-1,B3506f1f37d92,2,2021-07-21,2021-07-21 02:11:46.313559676,2021-07-21 02:15:13.114341811,3.45,5.0,01,Changeover / SMED,01,Changeover / SMED,True
Daf2b68aa2d13-0,Baf2b68aa2d13,1,2021-07-21,2021-07-21 07:26:16.470588235,2021-07-21 07:37:13.632443472,10.95,10.0,99,Other,01,Changeover / SMED,True
Daf2b68aa2d13-1,Baf2b68aa2d13,1,2021-07-21,2021-07-21 07:37:13.632443472,2021-07-21 07:38:29.645300058,1.27,1.27,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Daf2b68aa2d13-2,Baf2b68aa2d13,1,2021-07-21,2021-07-21 07:38:29.645300059,2021-07-21 07:39:00.490040353,0.51,0.51,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D140dc2398087-0,B140dc2398087,2,2021-07-21,2021-07-21 02:18:06.276543219,2021-07-21 02:19:25.443209885,1.32,1.32,01,Changeover / SMED,01,Changeover / SMED,False
D3ce892a34943-0,B3ce892a34943,1,2021-07-21,2021-07-21 07:47:11.372549019,2021-07-21 07:48:18.903145134,1.13,1.13,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D3ce892a34943-1,B3ce892a34943,1,2021-07-21,2021-07-21 07:48:18.903145134,2021-07-21 07:48:57.219962736,0.64,0.64,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D3ce892a34943-2,B3ce892a34943,1,2021-07-21,2021-07-21 07:48:57.219962736,2021-07-21 07:58:44.643884851,9.79,10.0,99,Other,01,Changeover / SMED,True
D9c3c0723d53d-0,B9c3c0723d53d,1,2021-07-21,2021-07-21 09:02:29.019607843,2021-07-21 09:03:07.276512208,0.64,0.64,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D9c3c0723d53d-1,B9c3c0723d53d,1,2021-07-21,2021-07-21 09:03:07.276512208,2021-07-21 09:03:52.696360798,0.76,0.76,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D9c3c0723d53d-2,B9c3c0723d53d,1,2021-07-21,2021-07-21 09:03:52.696360799,2021-07-21 09:05:13.927809245,1.35,1.35,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D9c3c0723d53d-3,B9c3c0723d53d,1,2021-07-21,2021-07-21 09:05:13.927809246,2021-07-21 09:08:13.927809246,3.0,5.0,99,Other,01,Changeover / SMED,True
D9c3c0723d53d-4,B9c3c0723d53d,1,2021-07-21,2021-07-21 09:08:13.927809246,2021-07-21 09:09:12.683706234,0.98,0.98,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Da2f3f1fd0af2-0,Ba2f3f1fd0af2,2,2021-07-21,2021-07-21 02:19:39.413798121,2021-07-21 02:21:33.081148896,1.89,1.89,01,Changeover / SMED,01,Changeover / SMED,False
D616111c6c475-0,B616111c6c475,1,2021-07-21,2021-07-21 10:06:37.100577880,2021-07-21 10:14:07.519680574,7.51,10.0,01,Changeover / SMED,01,Changeover / SMED,True
Ddbcae573362c-0,Bdbcae573362c,3,2021-07-21,2021-07-21 02:00:00.000000000,2021-07-21 02:01:21.096894016,1.35,1.35,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddbcae573362c-1,Bdbcae573362c,3,2021-07-21,2021-07-21 02:01:21.096894016,2021-07-21 02:01:39.096894016,0.3,0.3,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dce4b9762452a-0,Bce4b9762452a,1,2021-07-21,2021-07-21 10:46:42.151184153,2021-07-21 10:47:47.411191264,1.09,1.09,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dce4b9762452a-1,Bce4b9762452a,1,2021-07-21,2021-07-21 10:47:47.411191264,2021-07-21 10:56:31.055942216,8.73,10.0,01,Changeover / SMED,01,Changeover / SMED,True
Dce4b9762452a-2,Bce4b9762452a,1,2021-07-21,2021-07-21 10:56:31.055942216,2021-07-21 10:57:18.629968998,0.79,0.79,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dfabd3fd40687-0,Bfabd3fd40687,1,2021-07-21,2021-07-21 11:20:09.994321408,2021-07-21 11:32:27.061742144,12.28,12.28,01,Changeover / SMED,01,Changeover / SMED,True
Dfabd3fd40687-1,Bfabd3fd40687,1,2021-07-21,2021-07-21 11:32:27.061742144,2021-07-21 11:48:36.660988074,16.16,16.16,03,Process / Materials,03,Process / Materials,True
D096e0104239d-0,B096e0104239d,2,2021-07-21,2021-07-21 02:21:53.140093151,2021-07-21 02:24:13.140093151,2.33,2.33,01,Changeover / SMED,01,Changeover / SMED,False
Ddaa546375064-0,Bdaa546375064,2,2021-07-21,2021-07-21 02:24:37.845975504,2021-07-21 02:26:03.401663089,1.43,1.43,01,Changeover / SMED,01,Changeover / SMED,False
D8def5f2f7405-0,B8def5f2f7405,2,2021-07-21,2021-07-21 02:26:18.499725605,2021-07-21 02:27:45.166659762,1.44,1.44,01,Changeover / SMED,01,Changeover / SMED,False
D222468e17a16-0,B222468e17a16,1,2021-07-21,2021-07-21 11:53:37.837458663,2021-07-21 12:06:47.098873153,13.15,15.0,01,Changeover / SMED,01,Changeover / SMED,True
