batch_id,production_date,product_id,machine_id,planned_units,loads_used,scheduled_start_ts,scheduled_end_ts,planned_production_minutes,actual_start_ts,actual_end_ts,run_time_minutes,good_units,scrap_units
Bfba00b0a431d,2021-03-30,2,2,62,0.2153,2021-03-30 02:00:00.000000000,2021-03-30 02:05:03.921568627,5.07,2021-03-30 02:00:00.000000000,2021-03-30 02:05:03.921568627,5.07,54,4
Bd079ddf7bb78,2021-03-30,5,1,60,0.6667,2021-03-30 04:21:57.647058823,2021-03-30 04:45:29.411764705,23.53,2021-03-30 04:21:57.647058823,2021-03-30 04:45:29.411764705,16.88,41,3
Bb5055df62e50,2021-03-30,3,2,52,0.2407,2021-03-30 02:05:03.921568627,2021-03-30 02:11:00.785965875,5.95,2021-03-30 02:05:03.921568627,2021-03-30 02:11:00.785965875,0.89,7,0
Bd21637c711b8,2021-03-30,6,1,30,0.3333,2021-03-30 04:45:29.411764705,2021-03-30 04:58:02.352941175,12.55,2021-03-30 04:45:29.411764705,2021-03-30 04:58:02.352941175,7.43,16,1
B2633c06059cc,2021-03-30,9,1,28,0.7778,2021-03-30 04:58:02.352941176,2021-03-30 05:35:33.458394746,37.52,2021-03-30 04:58:02.352941176,2021-03-30 05:35:33.458394746,29.61,20,1
B03fada9890bf,2021-03-30,19,1,26,0.5778,2021-03-30 05:35:33.458394747,2021-03-30 06:01:23.319718586,25.83,2021-03-30 05:35:33.458394747,2021-03-30 06:01:23.319718586,15.02,15,1
Bb88a8c51cebf,2021-03-30,8,2,18,0.0833,2021-03-30 02:11:00.785965875,2021-03-30 02:13:10.197930290,2.16,2021-03-30 02:11:00.785965875,2021-03-30 02:13:10.197930290,0.32,3,0
Bfb7c05476f11,2021-03-30,10,1,16,0.5926,2021-03-30 06:01:23.319718587,2021-03-30 06:34:51.162855841,33.46,2021-03-30 06:01:23.319718587,2021-03-30 06:34:51.162855841,29.41,13,1
B99971ef23691,2021-03-30,22,1,16,0.3556,2021-03-30 06:34:51.162855842,2021-03-30 06:50:44.923670512,15.9,2021-03-30 06:34:51.162855842,2021-03-30 06:50:44.923670512,2.38,2,0
B6b49f4b99889,2021-03-30,7,1,14,0.5185,2021-03-30 06:50:44.923670512,2021-03-30 07:18:48.459094903,28.06,2021-03-30 06:50:44.923670512,2021-03-30 07:18:48.459094903,22.87,10,1
Ba2ba0cbeb309,2021-03-30,24,2,12,0.0556,2021-03-30 02:13:10.197930291,2021-03-30 02:14:36.472573234,1.44,2021-03-30 02:13:10.197930291,2021-03-30 02:14:36.472573234,0.22,2,0
B24f7b3c74895,2021-03-30,14,1,12,0.4444,2021-03-30 07:18:48.459094904,2021-03-30 07:43:54.341447845,25.1,2021-03-30 07:18:48.459094904,2021-03-30 07:43:54.341447845,20.9,10,0
B9fbc9b36491d,2021-03-30,20,3,10,0.0,2021-03-30 02:00:00.000000000,2021-03-30 02:11:45.882352941,11.76,2021-03-30 02:00:00.000000000,2021-03-30 02:11:45.882352941,11.76,10,0
Bcc9f70187702,2021-03-30,16,1,10,0.3704,2021-03-30 07:43:54.341447845,2021-03-30 08:04:49.243408629,20.92,2021-03-30 07:43:54.341447845,2021-03-30 08:04:49.243408629,10.5,5,0
B29b6d31eea30,2021-03-30,26,2,8,0.0556,2021-03-30 02:14:36.472573234,2021-03-30 02:16:10.590220292,1.57,2021-03-30 02:14:36.472573234,2021-03-30 02:16:10.590220292,0.24,1,0
B137f205a2348,2021-04-01,1,1,226,2.5111,2021-04-01 02:00:00.000000000,2021-04-01 03:28:37.647058823,88.63,2021-04-01 02:00:00.000000000,2021-04-01 03:28:37.647058823,87.49,221,18
B9c9d5b63127e,2021-04-01,5,1,58,0.6444,2021-04-01 03:28:37.647058823,2021-04-01 03:51:22.352941175,22.75,2021-04-01 03:28:37.647058823,2021-04-01 03:51:22.352941175,16.81,40,2
B39628387ccce,2021-04-01,4,1,48,0.5333,2021-04-01 03:51:22.352941176,2021-04-01 04:10:11.764705881,18.82,2021-04-01 03:51:22.352941176,2021-04-01 04:10:11.764705881,10.55,26,1
Bc217f9e24815,2021-04-01,2,2,40,0.1389,2021-04-01 02:00:00.000000000,2021-04-01 02:03:16.078431372,3.27,2021-04-01 02:00:00.000000000,2021-04-01 02:03:16.078431372,3.27,37,3
Bdf8cc4c0bfa4,2021-04-01,3,2,32,0.1481,2021-04-01 02:03:16.078431372,2021-04-01 02:06:55.687291216,3.66,2021-04-01 02:03:16.078431372,2021-04-01 02:06:55.687291216,0.55,4,0
Ba627e558cd24,2021-04-01,11,2,28,0.0648,2021-04-01 02:06:55.687291217,2021-04-01 02:08:04.314742197,1.14,2021-04-01 02:06:55.687291217,2021-04-01 02:08:04.314742197,0.17,4,0
Bf97a91880c4b,2021-04-01,8,2,18,0.0833,2021-04-01 02:08:04.314742197,2021-04-01 02:10:13.726706612,2.16,2021-04-01 02:08:04.314742197,2021-04-01 02:10:13.726706612,0.32,2,0
B7592f1f86156,2021-04-01,18,1,18,0.3333,2021-04-01 04:10:11.764705882,2021-04-01 04:23:31.799275276,13.33,2021-04-01 04:10:11.764705882,2021-04-01 04:23:31.799275276,3.93,5,0
B617da2ad7b21,2021-04-01,27,2,16,0.0741,2021-04-01 02:10:13.726706613,2021-04-01 02:12:08.759563871,1.92,2021-04-01 02:10:13.726706613,2021-04-01 02:12:08.759563871,0.29,2,0
B13e4ef749821,2021-04-01,20,3,16,0.0,2021-04-01 02:00:00.000000000,2021-04-01 02:18:49.411764705,18.82,2021-04-01 02:00:00.000000000,2021-04-01 02:18:49.411764705,18.82,16,1
B6cd1f846792b,2021-04-01,21,2,14,0.0648,2021-04-01 02:12:08.759563871,2021-04-01 02:13:49.413313972,1.68,2021-04-01 02:12:08.759563871,2021-04-01 02:13:49.413313972,0.25,2,0
B36d8318548dd,2021-04-01,23,2,12,0.0556,2021-04-01 02:13:49.413313973,2021-04-01 02:15:31.374412981,1.7,2021-04-01 02:13:49.413313973,2021-04-01 02:15:31.374412981,0.25,2,0
Bd90a6e84612a,2021-04-01,10,1,12,0.4444,2021-04-01 04:23:31.799275277,2021-04-01 04:48:37.681628218,25.1,2021-04-01 04:23:31.799275277,2021-04-01 04:48:37.681628218,20.41,9,1
Bad7fe79c1fd2,2021-04-01,7,1,10,0.3704,2021-04-01 04:48:37.681628218,2021-04-01 05:08:40.206931354,20.04,2021-04-01 04:48:37.681628218,2021-04-01 05:08:40.206931354,8.11,4,0
B024f00f09f47,2021-04-01,26,2,10,0.0694,2021-04-01 02:15:31.374412981,2021-04-01 02:17:29.021471804,1.96,2021-04-01 02:15:31.374412981,2021-04-01 02:17:29.021471804,0.29,1,0
B9879d1f14341,2021-04-01,16,1,10,0.3704,2021-04-01 05:08:40.206931355,2021-04-01 05:29:35.108892139,20.92,2021-04-01 05:08:40.206931355,2021-04-01 05:29:35.108892139,8.79,4,0
Ba76774e04f33,2021-04-02,1,1,298,3.3111,2021-04-02 02:00:00.000000000,2021-04-02 03:56:51.764705882,116.86,2021-04-02 02:00:00.000000000,2021-04-02 03:56:51.764705882,112.98,249,9
Bf96e28bcbae7,2021-04-02,4,1,78,0.8667,2021-04-02 03:56:51.764705882,2021-04-02 04:27:27.058823529,30.59,2021-04-02 03:56:51.764705882,2021-04-02 04:27:27.058823529,16.63,41,2
Bc01f526f19e2,2021-04-02,5,1,70,0.7778,2021-04-02 04:27:27.058823529,2021-04-02 04:54:54.117647058,27.45,2021-04-02 04:27:27.058823529,2021-04-02 04:54:54.117647058,14.64,35,1
B225cb260fd94,2021-04-02,6,1,62,0.6889,2021-04-02 04:54:54.117647058,2021-04-02 05:20:50.196078430,25.93,2021-04-02 04:54:54.117647058,2021-04-02 05:20:50.196078430,19.15,40,3
B9e8c2a459540,2021-04-02,3,2,62,0.287,2021-04-02 02:00:00.000000000,2021-04-02 02:07:05.492165949,7.09,2021-04-02 02:00:00.000000000,2021-04-02 02:07:05.492165949,7.09,54,3
B0f1aeaabb05f,2021-04-02,2,2,40,0.1389,2021-04-02 02:07:05.492165949,2021-04-02 02:10:21.570597321,3.27,2021-04-02 02:07:05.492165949,2021-04-02 02:10:21.570597321,0.49,5,1
B728e714d582a,2021-04-02,15,1,40,0.3419,2021-04-02 05:20:50.196078431,2021-04-02 05:32:05.924069759,11.26,2021-04-02 05:20:50.196078431,2021-04-02 05:32:05.924069759,1.69,6,0
Bbf2d5161cb90,2021-04-02,9,1,24,0.6667,2021-04-02 05:32:05.924069759,2021-04-02 06:04:15.443029962,32.16,2021-04-02 05:32:05.924069759,2021-04-02 06:04:15.443029962,19.53,13,1
B078745394e07,2021-04-02,25,1,22,0.4889,2021-04-02 06:04:15.443029963,2021-04-02 06:26:06.864150135,21.86,2021-04-02 06:04:15.443029963,2021-04-02 06:26:06.864150135,3.28,3,0
B3d6a5218d6b9,2021-04-02,14,1,22,0.8148,2021-04-02 06:26:06.864150135,2021-04-02 07:12:07.648463860,46.01,2021-04-02 06:26:06.864150135,2021-04-02 07:12:07.648463860,35.89,16,1
Bcc936f7392aa,2021-04-02,19,1,22,0.4889,2021-04-02 07:12:07.648463860,2021-04-02 07:33:59.069584032,21.86,2021-04-02 07:12:07.648463860,2021-04-02 07:33:59.069584032,17.66,17,1
B5a427a070b8f,2021-04-02,13,1,20,0.7407,2021-04-02 07:33:59.069584033,2021-04-02 08:14:04.120190306,40.08,2021-04-02 07:33:59.069584033,2021-04-02 08:14:04.120190306,33.79,16,1
Bfec033f4cad4,2021-04-02,12,2,20,0.0556,2021-04-02 02:10:21.570597322,2021-04-02 02:12:23.139956440,2.03,2021-04-02 02:10:21.570597322,2021-04-02 02:12:23.139956440,0.3,3,0
B9468a0f5bbe7,2021-04-02,24,2,18,0.0833,2021-04-02 02:12:23.139956440,2021-04-02 02:14:32.551920855,2.16,2021-04-02 02:12:23.139956440,2021-04-02 02:14:32.551920855,0.32,2,0
Ba0642e446371,2021-04-02,8,2,16,0.0741,2021-04-02 02:14:32.551920856,2021-04-02 02:16:27.584778114,1.92,2021-04-02 02:14:32.551920856,2021-04-02 02:16:27.584778114,0.29,2,0
B4e728739592b,2021-04-02,20,3,14,0.0,2021-04-02 02:00:00.000000000,2021-04-02 02:16:28.235294117,16.47,2021-04-02 02:00:00.000000000,2021-04-02 02:16:28.235294117,15.17,13,1
B6bf6ec56a0f5,2021-04-02,7,1,12,0.4444,2021-04-02 08:14:04.120190306,2021-04-02 08:38:07.150554069,24.05,2021-04-02 08:14:04.120190306,2021-04-02 08:38:07.150554069,3.61,1,0
Ba29cd233bdf3,2021-04-02,16,1,12,0.4444,2021-04-02 08:38:07.150554070,2021-04-02 09:03:13.032907011,25.1,2021-04-02 08:38:07.150554070,2021-04-02 09:03:13.032907011,10.88,5,0
B53364f57f04d,2021-04-02,26,2,8,0.0556,2021-04-02 02:16:27.584778114,2021-04-02 02:18:01.702425172,1.57,2021-04-02 02:16:27.584778114,2021-04-02 02:18:01.702425172,0.24,1,0
Be986f1fdc457,2021-04-03,1,1,1396,15.5111,2021-04-03 02:00:00.000000000,2021-04-03 11:07:27.058823529,547.45,2021-04-03 02:00:00.000000000,2021-04-03 11:07:27.058823529,524.4,1261,68
Bd1ace51041a5,2021-04-03,2,2,370,1.2847,2021-04-03 02:00:00.000000000,2021-04-03 02:30:13.725490196,30.23,2021-04-03 02:00:00.000000000,2021-04-03 02:30:13.725490196,28.71,361,5
Bb40cbf1c87f8,2021-04-03,3,2,296,1.3704,2021-04-03 02:30:13.725490196,2021-04-03 03:04:05.107443761,33.86,2021-04-03 02:30:13.725490196,2021-04-03 03:04:05.107443761,20.64,160,7
B32c4c8f8c664,2021-04-03,5,1,254,2.8222,2021-04-03 11:07:27.058823529,2021-04-03 12:47:03.529411764,99.61,2021-04-03 11:07:27.058823529,2021-04-03 12:47:03.529411764,89.99,224,13
Bc4c3a1722526,2021-04-03,4,1,248,2.7556,2021-04-03 12:47:03.529411764,2021-04-03 14:24:18.823529411,97.25,2021-04-03 12:47:03.529411764,2021-04-03 14:24:18.823529411,85.41,208,16
Bf2f10c66233a,2021-04-03,6,1,96,1.0667,2021-04-03 14:24:18.823529411,2021-04-03 15:04:28.235294116,40.16,2021-04-03 14:24:18.823529411,2021-04-03 15:04:28.235294116,29.79,71,3
B1286f02a912d,2021-04-03,12,2,66,0.1833,2021-04-03 03:04:05.107443761,2021-04-03 03:10:46.286328851,6.69,2021-04-03 03:04:05.107443761,2021-04-03 03:10:46.286328851,1.0,9,1
B8a4184eb94ad,2021-04-03,7,1,60,2.2222,2021-04-03 15:04:28.235294117,2021-04-03 17:04:43.387112936,120.25,2021-04-03 15:04:28.235294117,2021-04-03 17:04:43.387112936,109.24,51,2
B1df60e8c9a32,2021-04-03,10,1,58,2.1481,2021-04-03 17:04:43.387112937,2021-04-03 19:06:01.818485486,121.31,2021-04-03 17:04:43.387112937,2021-04-03 19:06:01.818485486,106.03,54,1
B9ec670dd427b,2021-04-03,17,1,54,0.5,2021-04-03 19:06:01.818485486,2021-04-03 19:22:30.047679423,16.47,2021-04-03 19:06:01.818485486,2021-04-03 19:22:30.047679423,11.73,37,2
B2379741d1392,2021-04-03,9,1,54,1.5,2021-04-03 19:22:30.047679423,2021-04-03 20:34:51.465339881,72.36,2021-04-03 19:22:30.047679423,2021-04-03 20:34:51.465339881,57.19,40,2
Befb4b058a8ce,2021-04-03,21,2,40,0.1852,2021-04-03 03:10:46.286328852,2021-04-03 03:15:33.868471998,4.79,2021-04-03 03:10:46.286328852,2021-04-03 03:15:33.868471998,0.92,6,1
B68973dc0c9d6,2021-04-03,13,1,40,1.4815,2021-04-03 20:34:51.465339881,2021-04-03 21:55:01.566552427,80.17,2021-04-03 20:34:51.465339881,2021-04-03 21:55:01.566552427,64.21,31,2
Bdb744ea98296,2021-04-03,14,1,40,1.4815,2021-04-03 21:55:01.566552428,2021-04-03 23:18:41.174395565,83.66,2021-04-03 21:55:01.566552428,2021-04-03 23:18:41.174395565,75.8,39,1
B0eab64e29c2e,2021-04-03,16,1,38,1.4074,2021-04-03 23:18:41.174395565,2021-04-04 00:38:09.801846545,79.48,2021-04-03 23:18:41.174395565,2021-04-04 00:38:09.801846545,62.44,28,1
B739b2e2da169,2021-04-03,11,2,38,0.088,2021-04-03 03:15:33.868471998,2021-04-03 03:17:07.005726899,1.55,2021-04-03 03:15:33.868471998,2021-04-03 03:17:07.005726899,0.23,5,0
Bad9d2faf50d9,2021-04-03,22,1,34,0.7556,2021-04-04 00:38:09.801846545,2021-04-04 01:11:56.543577720,33.78,2021-04-04 00:38:09.801846545,2021-04-04 01:11:56.543577720,19.77,21,1
Bceeb096d9e87,2021-04-03,8,2,32,0.1481,2021-04-03 03:17:07.005726900,2021-04-03 03:20:57.071441416,3.83,2021-04-03 03:17:07.005726900,2021-04-03 03:20:57.071441416,0.58,4,0
B05bac3aac7a1,2021-04-03,18,1,32,0.5926,2021-04-04 01:11:56.543577721,2021-04-04 01:35:38.827256645,23.7,2021-04-04 01:11:56.543577721,2021-04-04 01:35:38.827256645,18.03,24,1
Bfc15643037db,2021-04-03,27,2,28,0.1296,2021-04-03 03:20:57.071441417,2021-04-03 03:24:18.378941619,3.36,2021-04-03 03:20:57.071441417,2021-04-03 03:24:18.378941619,0.5,4,0
Bf7e10bf3c067,2021-04-03,19,1,26,0.5778,2021-04-04 01:35:38.827256645,2021-04-04 02:01:28.688580484,25.83,2021-04-04 01:35:38.827256645,2021-04-04 02:01:28.688580484,15.99,17,1
Beb1e170ca6ab,2021-04-03,23,2,24,0.1111,2021-04-03 03:24:18.378941619,2021-04-03 03:27:42.301139635,3.4,2021-04-03 03:24:18.378941619,2021-04-03 03:27:42.301139635,0.51,3,0
B430edc06de14,2021-04-03,24,2,22,0.1019,2021-04-03 03:27:42.301139636,2021-04-03 03:30:20.471318366,2.64,2021-04-03 03:27:42.301139636,2021-04-03 03:30:20.471318366,0.4,3,0
B37c8e16abf8b,2021-04-03,25,1,18,0.4,2021-04-04 02:01:28.688580485,2021-04-04 02:19:21.669496989,17.88,2021-04-04 02:01:28.688580485,2021-04-04 02:19:21.669496989,7.65,7,0
Be3d1f8c0d09c,2021-04-03,26,2,8,0.0556,2021-04-03 03:30:20.471318366,2021-04-03 03:31:54.588965424,1.57,2021-04-03 03:30:20.471318366,2021-04-03 03:31:54.588965424,0.24,1,0
B2deaf9763285,2021-04-03,20,3,2,0.0,2021-04-03 02:00:00.000000000,2021-04-03 02:02:21.176470588,2.35,2021-04-03 02:00:00.000000000,2021-04-03 02:02:21.176470588,2.35,1,0
Ba9dd6c89a351,2021-04-05,1,1,504,5.6,2021-04-05 02:00:00.000000000,2021-04-05 05:17:38.823529411,197.65,2021-04-05 02:00:00.000000000,2021-04-05 05:17:38.823529411,186.74,454,6
B16641f06795e,2021-04-05,4,1,100,1.1111,2021-04-05 05:17:38.823529411,2021-04-05 05:56:51.764705881,39.22,2021-04-05 05:17:38.823529411,2021-04-05 05:56:51.764705881,23.28,58,4
B5b97527b28c8,2021-04-05,2,2,90,0.3125,2021-04-05 02:00:00.000000000,2021-04-05 02:07:21.176470588,7.35,2021-04-05 02:00:00.000000000,2021-04-05 02:07:21.176470588,7.35,94,5
Bb568d6dcc873,2021-04-05,5,1,88,0.9778,2021-04-05 05:56:51.764705882,2021-04-05 06:31:22.352941176,34.51,2021-04-05 05:56:51.764705882,2021-04-05 06:31:22.352941176,21.93,56,1
B90ea0bbf8770,2021-04-05,3,2,86,0.3981,2021-04-05 02:07:21.176470588,2021-04-05 02:17:11.375281421,9.84,2021-04-05 02:07:21.176470588,2021-04-05 02:17:11.375281421,4.69,40,2
Bf6d20395b5e7,2021-04-05,6,1,62,0.6889,2021-04-05 06:31:22.352941176,2021-04-05 06:57:18.431372548,25.93,2021-04-05 06:31:22.352941176,2021-04-05 06:57:18.431372548,20.03,46,2
Bc2e09e2c82c8,2021-04-05,7,1,34,1.2593,2021-04-05 06:57:18.431372549,2021-04-05 08:05:27.017403213,68.14,2021-04-05 06:57:18.431372549,2021-04-05 08:05:27.017403213,58.6,30,1
B7083a7942f33,2021-04-05,10,1,22,0.8148,2021-04-05 08:05:27.017403213,2021-04-05 08:51:27.801716938,46.01,2021-04-05 08:05:27.017403213,2021-04-05 08:51:27.801716938,25.41,11,1
Bdcc6d75b54ec,2021-04-05,9,1,18,0.5,2021-04-05 08:51:27.801716938,2021-04-05 09:15:34.940937090,24.12,2021-04-05 08:51:27.801716938,2021-04-05 09:15:34.940937090,10.17,6,1
B7c126f85b20e,2021-04-05,13,1,16,0.5926,2021-04-05 09:15:34.940937091,2021-04-05 09:47:38.981422109,32.07,2021-04-05 09:15:34.940937091,2021-04-05 09:47:38.981422109,21.32,10,1
B07df16352143,2021-04-05,14,1,16,0.5926,2021-04-05 09:47:38.981422110,2021-04-05 10:21:06.824559364,33.46,2021-04-05 09:47:38.981422110,2021-04-05 10:21:06.824559364,24.1,9,1
B42f4c92c2a49,2021-04-05,21,2,12,0.0556,2021-04-05 02:17:11.375281421,2021-04-05 02:18:37.649924364,1.44,2021-04-05 02:17:11.375281421,2021-04-05 02:18:37.649924364,0.22,1,0
Bfab6d398f6dc,2021-04-05,16,1,10,0.3704,2021-04-05 10:21:06.824559365,2021-04-05 10:42:01.726520149,20.92,2021-04-05 10:21:06.824559365,2021-04-05 10:42:01.726520149,11.98,5,0
B30f41c893152,2021-04-05,20,3,8,0.0,2021-04-05 02:00:00.000000000,2021-04-05 02:09:24.705882352,9.41,2021-04-05 02:00:00.000000000,2021-04-05 02:09:24.705882352,6.53,5,0
B31e935d1484d,2021-04-06,1,1,336,3.7333,2021-04-06 02:00:00.000000000,2021-04-06 04:11:45.882352941,131.76,2021-04-06 02:00:00.000000000,2021-04-06 04:11:45.882352941,127.98,339,11
B5d4725e2dbe5,2021-04-06,4,1,86,0.9556,2021-04-06 04:11:45.882352941,2021-04-06 04:45:29.411764705,33.73,2021-04-06 04:11:45.882352941,2021-04-06 04:45:29.411764705,22.33,53,3
Bfd96d836d2a7,2021-04-06,5,1,58,0.6444,2021-04-06 04:45:29.411764705,2021-04-06 05:08:14.117647057,22.75,2021-04-06 04:45:29.411764705,2021-04-06 05:08:14.117647057,15.31,40,2
Bf2358d537de1,2021-04-06,3,2,48,0.2222,2021-04-06 02:00:00.000000000,2021-04-06 02:05:29.413289767,5.49,2021-04-06 02:00:00.000000000,2021-04-06 02:05:29.413289767,5.49,46,3
Ba0be46919422,2021-04-06,15,1,42,0.359,2021-04-06 05:08:14.117647058,2021-04-06 05:20:03.632037952,11.83,2021-04-06 05:08:14.117647058,2021-04-06 05:20:03.632037952,8.25,30,1
Bd046dfabb6c4,2021-04-06,2,2,42,0.1458,2021-04-06 02:05:29.413289767,2021-04-06 02:08:55.295642708,3.43,2021-04-06 02:05:29.413289767,2021-04-06 02:08:55.295642708,0.51,6,0
Ba2d7bd7b43aa,2021-04-06,6,1,38,0.4222,2021-04-06 05:20:03.632037953,2021-04-06 05:35:57.357528149,15.9,2021-04-06 05:20:03.632037953,2021-04-06 05:35:57.357528149,6.59,15,1
Bc900ac57e5ae,2021-04-06,8,2,32,0.1481,2021-04-06 02:08:55.295642708,2021-04-06 02:12:45.361357224,3.83,2021-04-06 02:08:55.295642708,2021-04-06 02:12:45.361357224,0.58,4,0
B4835f711a733,2021-04-06,7,1,20,0.7407,2021-04-06 05:35:57.357528149,2021-04-06 06:16:02.408134422,40.08,2021-04-06 05:35:57.357528149,2021-04-06 06:16:02.408134422,27.73,12,1
B8a59b573e2e5,2021-04-06,27,2,20,0.0926,2021-04-06 02:12:45.361357225,2021-04-06 02:15:09.152428798,2.4,2021-04-06 02:12:45.361357225,2021-04-06 02:15:09.152428798,0.36,2,0
B1a640ba71eed,2021-04-06,22,1,16,0.3556,2021-04-06 06:16:02.408134422,2021-04-06 06:31:56.168949092,15.9,2021-04-06 06:16:02.408134422,2021-04-06 06:31:56.168949092,10.06,10,0
B35d6f6602bbe,2021-04-06,13,1,16,0.5926,2021-04-06 06:31:56.168949093,2021-04-06 07:04:00.209434111,32.07,2021-04-06 06:31:56.168949093,2021-04-06 07:04:00.209434111,18.96,9,0
B777b121e9629,2021-04-06,26,2,16,0.1111,2021-04-06 02:15:09.152428798,2021-04-06 02:18:17.387722915,3.14,2021-04-06 02:15:09.152428798,2021-04-06 02:18:17.387722915,0.47,2,0
Bbe1859560011,2021-04-06,24,2,14,0.0648,2021-04-06 02:18:17.387722916,2021-04-06 02:19:58.041473017,1.68,2021-04-06 02:18:17.387722916,2021-04-06 02:19:58.041473017,0.25,2,0
B098cd30db446,2021-04-06,14,1,12,0.4444,2021-04-06 07:04:00.209434111,2021-04-06 07:29:06.091787052,25.1,2021-04-06 07:04:00.209434111,2021-04-06 07:29:06.091787052,21.53,10,1
B3dc2b277211b,2021-04-06,10,1,12,0.4444,2021-04-06 07:29:06.091787053,2021-04-06 07:54:11.974139994,25.1,2021-04-06 07:29:06.091787053,2021-04-06 07:54:11.974139994,15.79,8,0
B0ff464d51d48,2021-04-06,16,1,10,0.3704,2021-04-06 07:54:11.974139994,2021-04-06 08:15:06.876100778,20.92,2021-04-06 07:54:11.974139994,2021-04-06 08:15:06.876100778,12.86,6,0
B370f0e642650,2021-04-06,20,3,10,0.0,2021-04-06 02:00:00.000000000,2021-04-06 02:11:45.882352941,11.76,2021-04-06 02:00:00.000000000,2021-04-06 02:11:45.882352941,11.76,10,0
B610a963f2280,2021-04-08,1,1,290,3.2222,2021-04-08 02:00:00.000000000,2021-04-08 03:53:43.529411764,113.73,2021-04-08 02:00:00.000000000,2021-04-08 03:53:43.529411764,109.15,264,11
B3790161e0c69,2021-04-08,4,1,68,0.7556,2021-04-08 03:53:43.529411764,2021-04-08 04:20:23.529411763,26.67,2021-04-08 03:53:43.529411764,2021-04-08 04:20:23.529411763,17.66,39,2
B08bd07967321,2021-04-08,3,2,62,0.287,2021-04-08 02:00:00.000000000,2021-04-08 02:07:05.492165949,7.09,2021-04-08 02:00:00.000000000,2021-04-08 02:07:05.492165949,6.75,54,2
B17f0380f00e6,2021-04-08,5,1,62,0.6889,2021-04-08 04:20:23.529411764,2021-04-08 04:44:42.352941175,24.31,2021-04-08 04:20:23.529411764,2021-04-08 04:44:42.352941175,15.79,39,2
B1b4b724bcfe7,2021-04-08,2,2,54,0.1875,2021-04-08 02:07:05.492165949,2021-04-08 02:11:30.198048301,4.41,2021-04-08 02:07:05.492165949,2021-04-08 02:11:30.198048301,0.66,7,1
B80b4cf088d27,2021-04-08,6,1,40,0.4444,2021-04-08 04:44:42.352941176,2021-04-08 05:01:26.274509803,16.73,2021-04-08 04:44:42.352941176,2021-04-08 05:01:26.274509803,8.13,19,1
B31fbf8d13756,2021-04-08,12,2,32,0.0889,2021-04-08 02:11:30.198048302,2021-04-08 02:14:44.709022891,3.24,2021-04-08 02:11:30.198048302,2021-04-08 02:14:44.709022891,0.49,5,0
Ba436eb49f3e8,2021-04-08,19,1,28,0.6222,2021-04-08 05:01:26.274509803,2021-04-08 05:29:15.355935476,27.82,2021-04-08 05:01:26.274509803,2021-04-08 05:29:15.355935476,20.21,21,1
B42dbd89b169b,2021-04-08,20,3,22,0.0,2021-04-08 02:00:00.000000000,2021-04-08 02:25:52.941176470,25.88,2021-04-08 02:00:00.000000000,2021-04-08 02:25:52.941176470,25.88,21,1
B8ab1455b9e34,2021-04-08,18,1,20,0.3704,2021-04-08 05:29:15.355935477,2021-04-08 05:44:04.283234804,14.82,2021-04-08 05:29:15.355935477,2021-04-08 05:44:04.283234804,2.22,3,0
B531e7860b24b,2021-04-08,21,2,18,0.0833,2021-04-08 02:14:44.709022891,2021-04-08 02:16:54.120987306,2.16,2021-04-08 02:14:44.709022891,2021-04-08 02:16:54.120987306,0.32,2,0
Bbb6cc6f72a0f,2021-04-08,9,1,18,0.5,2021-04-08 05:44:04.283234805,2021-04-08 06:08:11.422454957,24.12,2021-04-08 05:44:04.283234805,2021-04-08 06:08:11.422454957,20.51,15,1
Be256113936f2,2021-04-08,16,1,18,0.6667,2021-04-08 06:08:11.422454958,2021-04-08 06:45:50.245984369,37.65,2021-04-08 06:08:11.422454958,2021-04-08 06:45:50.245984369,25.27,12,1
B0245f2d4ef6c,2021-04-08,14,1,16,0.5926,2021-04-08 06:45:50.245984369,2021-04-08 07:19:18.089121623,33.46,2021-04-08 06:45:50.245984369,2021-04-08 07:19:18.089121623,18.75,9,0
Bd1141eb67d4a,2021-04-08,10,1,14,0.5185,2021-04-08 07:19:18.089121624,2021-04-08 07:48:34.951866722,29.28,2021-04-08 07:19:18.089121624,2021-04-08 07:48:34.951866722,16.65,7,0
Bf0a0913c9584,2021-04-08,7,1,14,0.5185,2021-04-08 07:48:34.951866722,2021-04-08 08:16:38.487291113,28.06,2021-04-08 07:48:34.951866722,2021-04-08 08:16:38.487291113,15.9,8,0
Bfc658c9cba73,2021-04-08,26,2,10,0.0694,2021-04-08 02:16:54.120987307,2021-04-08 02:18:51.768046130,1.96,2021-04-08 02:16:54.120987307,2021-04-08 02:18:51.768046130,0.29,1,0
B6284e6ac68ca,2021-04-09,1,1,276,3.0667,2021-04-09 02:00:00.000000000,2021-04-09 03:48:14.117647058,108.24,2021-04-09 02:00:00.000000000,2021-04-09 03:48:14.117647058,106.38,278,5
Baf9c3cc32925,2021-04-09,5,1,52,0.5778,2021-04-09 03:48:14.117647058,2021-04-09 04:08:37.647058822,20.39,2021-04-09 03:48:14.117647058,2021-04-09 04:08:37.647058822,4.8,12,1
Ba8067636b20b,2021-04-09,4,1,48,0.5333,2021-04-09 04:08:37.647058823,2021-04-09 04:27:27.058823528,18.82,2021-04-09 04:08:37.647058823,2021-04-09 04:27:27.058823528,11.13,28,2
