inspection_id,batch_id,production_date,inspection_ts,sample_size,defects_found,outcome,defect_type
I024f00f09f47,B024f00f09f47,2021-04-01,2021-04-01 02:17:29.021471804,5,0,PASS,
Ia76774e04f33,Ba76774e04f33,2021-04-02,2021-04-02 03:56:51.764705882,15,0,PASS,
If96e28bcbae7,Bf96e28bcbae7,2021-04-02,2021-04-02 04:27:27.058823529,5,1,PASS,
Ic01f526f19e2,Bc01f526f19e2,2021-04-02,2021-04-02 04:54:54.117647058,5,0,PASS,
I0f1aeaabb05f,B0f1aeaabb05f,2021-04-02,2021-04-02 02:10:21.570597321,5,0,PASS,
I728e714d582a,B728e714d582a,2021-04-02,2021-04-02 05:32:05.924069759,5,0,PASS,
I078745394e07,B078745394e07,2021-04-02,2021-04-02 06:26:06.864150135,5,0,FAIL,colour
Icc936f7392aa,Bcc936f7392aa,2021-04-02,2021-04-02 07:33:59.069584032,5,0,PASS,
I4e728739592b,B4e728739592b,2021-04-02,2021-04-02 02:16:28.235294117,5,0,PASS,
Ia29cd233bdf3,Ba29cd233bdf3,2021-04-02,2021-04-02 09:03:13.032907011,5,0,PASS,
I53364f57f04d,B53364f57f04d,2021-04-02,2021-04-02 02:18:01.702425172,5,0,FAIL,underweight
Id1ace51041a5,Bd1ace51041a5,2021-04-03,2021-04-03 02:30:13.725490196,19,2,PASS,
Ib40cbf1c87f8,Bb40cbf1c87f8,2021-04-03,2021-04-03 03:04:05.107443761,10,0,PASS,
Ic4c3a1722526,Bc4c3a1722526,2021-04-03,2021-04-03 14:24:18.823529411,10,0,PASS,
I1df60e8c9a32,B1df60e8c9a32,2021-04-03,2021-04-03 19:06:01.818485486,5,0,PASS,
I9ec670dd427b,B9ec670dd427b,2021-04-03,2021-04-03 19:22:30.047679423,5,0,PASS,
I0eab64e29c2e,B0eab64e29c2e,2021-04-03,2021-04-04 00:38:09.801846545,5,0,PASS,
Iad9d2faf50d9,Bad9d2faf50d9,2021-04-03,2021-04-04 01:11:56.543577720,5,0,PASS,
Iceeb096d9e87,Bceeb096d9e87,2021-04-03,2021-04-03 03:20:57.071441416,5,0,PASS,
If7e10bf3c067,Bf7e10bf3c067,2021-04-03,2021-04-04 02:01:28.688580484,5,1,FAIL,misshapen
Ieb1e170ca6ab,Beb1e170ca6ab,2021-04-03,2021-04-03 03:27:42.301139635,5,1,FAIL,underweight
Ie3d1f8c0d09c,Be3d1f8c0d09c,2021-04-03,2021-04-03 03:31:54.588965424,5,1,PASS,
Ifab6d398f6dc,Bfab6d398f6dc,2021-04-05,2021-04-05 10:42:01.726520149,5,0,PASS,
Ia2d7bd7b43aa,Ba2d7bd7b43aa,2021-04-06,2021-04-06 05:35:57.357528149,5,0,PASS,
Ic900ac57e5ae,Bc900ac57e5ae,2021-04-06,2021-04-06 02:12:45.361357224,5,0,PASS,
I777b121e9629,B777b121e9629,2021-04-06,2021-04-06 02:18:17.387722915,5,0,PASS,
I370f0e642650,B370f0e642650,2021-04-06,2021-04-06 02:11:45.882352941,5,0,PASS,
I17f0380f00e6,B17f0380f00e6,2021-04-08,2021-04-08 04:44:42.352941175,5,0,PASS,
I80b4cf088d27,B80b4cf088d27,2021-04-08,2021-04-08 05:01:26.274509803,5,0,PASS,
I42dbd89b169b,B42dbd89b169b,2021-04-08,2021-04-08 02:25:52.941176470,5,0,PASS,
I531e7860b24b,B531e7860b24b,2021-04-08,2021-04-08 02:16:54.120987306,5,0,PASS,
Iaf9c3cc32925,Baf9c3cc32925,2021-04-09,2021-04-09 04:08:37.647058822,5,0,PASS,
I988dd9c08895,B988dd9c08895,2021-04-09,2021-04-09 04:38:25.878286153,5,0,PASS,
Ic2c2823e2a8d,Bc2c2823e2a8d,2021-04-09,2021-04-09 02:02:36.862745098,5,0,PASS,
Ia10e2d804196,Ba10e2d804196,2021-04-09,2021-04-09 02:03:35.686274509,5,1,PASS,
Ie44bbce721bf,Be44bbce721bf,2021-04-09,2021-04-09 02:06:20.392919392,5,0,FAIL,underweight
I35fca7669f15,B35fca7669f15,2021-04-09,2021-04-09 06:35:56.068268743,5,0,PASS,
I716fbcd670a0,B716fbcd670a0,2021-04-10,2021-04-10 09:01:10.588235294,6,0,PASS,
Iea8db51419da,Bea8db51419da,2021-04-10,2021-04-10 02:43:09.027271462,5,0,PASS,
Ia0f2b9e32713,Ba0f2b9e32713,2021-04-10,2021-04-10 16:21:49.813087319,5,0,PASS,
I9d124570676d,B9d124570676d,2021-04-10,2021-04-10 16:47:00.989496176,5,0,PASS,
Ife8313b0882c,Bfe8313b0882c,2021-04-12,2021-04-12 04:39:59.999999999,5,0,PASS,
Ib73b32576208,Bb73b32576208,2021-04-12,2021-04-12 02:03:45.490196078,5,0,PASS,
I1881d237eb26,B1881d237eb26,2021-04-12,2021-04-12 05:21:52.941176469,5,0,PASS,
Ibbda1c8fdaf7,Bbbda1c8fdaf7,2021-04-12,2021-04-12 02:08:20.001270884,5,0,PASS,
I39a61d481caa,B39a61d481caa,2021-04-12,2021-04-12 02:10:29.413235299,5,0,PASS,
I9940a491c9ae,B9940a491c9ae,2021-04-12,2021-04-12 06:39:47.290643684,5,0,PASS,
Ia0510d898d04,Ba0510d898d04,2021-04-12,2021-04-12 07:35:19.095089600,5,0,PASS,
I4a9236b64820,B4a9236b64820,2021-04-13,2021-04-13 04:07:50.588235294,15,1,PASS,
I3dcdda58ac47,B3dcdda58ac47,2021-04-13,2021-04-13 02:08:14.119934651,5,0,PASS,
Ia62b4d48ab3b,Ba62b4d48ab3b,2021-04-13,2021-04-13 04:52:32.941176470,5,0,PASS,
I7dddfda63ec9,B7dddfda63ec9,2021-04-13,2021-04-13 07:44:27.960533752,5,1,PASS,
I2e597d81c6a8,B2e597d81c6a8,2021-04-14,2021-04-14 03:33:20.000000000,12,1,PASS,
If8df0cd0bbe2,Bf8df0cd0bbe2,2021-04-14,2021-04-14 03:52:56.470588235,5,0,PASS,
Ia276b4273460,Ba276b4273460,2021-04-14,2021-04-14 04:41:15.338273239,5,0,PASS,
If988b0c72cda,Bf988b0c72cda,2021-04-14,2021-04-14 02:10:49.413465209,5,0,PASS,
Ic193195d04c3,Bc193195d04c3,2021-04-14,2021-04-14 02:12:15.688108153,5,0,PASS,
Iace54c6815c6,Bace54c6815c6,2021-04-15,2021-04-15 02:18:49.411764705,5,1,PASS,
I8ec4e2e528cf,B8ec4e2e528cf,2021-04-15,2021-04-15 06:52:44.768413059,5,0,PASS,
I6832cb33f3ef,B6832cb33f3ef,2021-04-16,2021-04-16 05:42:10.192011643,5,0,PASS,
Ic104c26ff8cf,Bc104c26ff8cf,2021-04-16,2021-04-16 02:16:18.826748926,5,1,PASS,
Id97f5183d0ab,Bd97f5183d0ab,2021-04-17,2021-04-17 09:11:22.352941176,50,4,PASS,
I12a2986becf7,B12a2986becf7,2021-04-17,2021-04-17 11:17:38.823529411,6,0,PASS,
I11c426b9ac27,B11c426b9ac27,2021-04-17,2021-04-17 16:28:04.745315199,5,0,PASS,
I638d718e9f63,B638d718e9f63,2021-04-17,2021-04-17 16:41:01.832505226,5,0,PASS,
Ibcc54f728890,Bbcc54f728890,2021-04-17,2021-04-17 20:37:51.246546352,5,0,PASS,
Ieaf3f05bd109,Beaf3f05bd109,2021-04-17,2021-04-17 03:17:04.587018371,5,0,PASS,
Ic6e5e3e11a2e,Bc6e5e3e11a2e,2021-04-17,2021-04-17 02:09:24.705882352,5,0,PASS,
I9ba7a6a13000,B9ba7a6a13000,2021-04-19,2021-04-19 04:15:41.176470587,5,0,PASS,
Ica963fe30740,Bca963fe30740,2021-04-19,2021-04-19 02:16:28.235294117,5,0,PASS,
I6c492dd7a0cd,B6c492dd7a0cd,2021-04-20,2021-04-20 02:09:22.747703352,5,0,PASS,
I1339ce029f97,B1339ce029f97,2021-04-20,2021-04-20 06:06:50.975647571,5,0,PASS,
I95dd70da1bf6,B95dd70da1bf6,2021-04-21,2021-04-21 05:28:53.333333333,5,0,PASS,
I5d3649e1c95f,B5d3649e1c95f,2021-04-21,2021-04-21 06:19:05.098039215,5,1,PASS,
I280bcb41bd51,B280bcb41bd51,2021-04-22,2021-04-22 05:34:07.058823529,5,0,PASS,
Ibe52e5c4771c,Bbe52e5c4771c,2021-04-22,2021-04-22 07:28:29.661755136,5,0,PASS,
I729d1159cfad,B729d1159cfad,2021-04-22,2021-04-22 02:22:39.089133259,5,0,PASS,
Iee14c7e5fe6d,Bee14c7e5fe6d,2021-04-22,2021-04-22 02:25:00.265603847,5,0,PASS,
Ida22bb6a2815,Bda22bb6a2815,2021-04-23,2021-04-23 05:12:09.411764704,5,0,PASS,
I42fdd7ecf020,B42fdd7ecf020,2021-04-23,2021-04-23 05:25:06.498954732,5,0,PASS,
If93f7d82ba14,Bf93f7d82ba14,2021-04-23,2021-04-23 06:25:45.500858730,5,1,PASS,
Icb9fa06f0ef7,Bcb9fa06f0ef7,2021-04-23,2021-04-23 02:25:52.941176470,5,0,PASS,
I6d4b61423322,B6d4b61423322,2021-04-23,2021-04-23 07:44:09.471416741,5,0,PASS,
Ie9a992e5213e,Be9a992e5213e,2021-04-23,2021-04-23 08:41:29.869586231,5,0,PASS,
If5524ee58d10,Bf5524ee58d10,2021-04-24,2021-04-24 09:17:38.823529411,50,0,PASS,
I635b332416ec,B635b332416ec,2021-04-24,2021-04-24 02:29:24.705882352,18,4,FAIL,underproofed
I8bc6e9327fff,B8bc6e9327fff,2021-04-24,2021-04-24 03:10:15.306121518,5,1,FAIL,underproofed
I7772c5fc58dd,B7772c5fc58dd,2021-04-24,2021-04-24 03:17:26.679336238,5,0,PASS,
I68506ca85f95,B68506ca85f95,2021-04-24,2021-04-24 03:21:31.124157912,5,0,PASS,
Iafcf670216bd,Bafcf670216bd,2021-04-24,2021-04-24 19:22:17.968320670,5,0,PASS,
I753dbcc2ecaa,B753dbcc2ecaa,2021-04-26,2021-04-26 02:08:41.571042131,5,1,PASS,
I36885d560a4c,B36885d560a4c,2021-04-26,2021-04-26 05:27:27.765673441,5,0,PASS,
Ic5be9e6a6e2d,Bc5be9e6a6e2d,2021-04-26,2021-04-26 05:48:54.111646910,5,0,PASS,
I8ed0e302873e,B8ed0e302873e,2021-04-26,2021-04-26 06:18:10.974392008,5,1,PASS,
I06d80ac96047,B06d80ac96047,2021-04-26,2021-04-26 02:17:53.205184389,5,0,FAIL,misshapen
I110a8dcd08e3,B110a8dcd08e3,2021-04-26,2021-04-26 02:04:42.352941176,5,0,PASS,
I5f8f480b2d85,B5f8f480b2d85,2021-04-27,2021-04-27 02:09:18.824800296,5,0,PASS,
Idadd19cbfd8e,Bdadd19cbfd8e,2021-04-27,2021-04-27 05:09:12.501586665,5,0,PASS,
I2ae8d17e5d6f,B2ae8d17e5d6f,2021-04-27,2021-04-27 02:10:45.099443239,5,0,PASS,
I0e533eb6ebaa,B0e533eb6ebaa,2021-04-28,2021-04-28 05:13:27.843137254,5,0,PASS,
I6244417c4990,B6244417c4990,2021-04-28,2021-04-28 02:12:09.086333016,5,0,PASS,
I0a45665f999c,B0a45665f999c,2021-04-29,2021-04-29 04:06:16.470588234,5,0,PASS,
I47b3a870a9bc,B47b3a870a9bc,2021-04-29,2021-04-29 05:28:16.536059056,5,0,PASS,
I52fe40593bcc,B52fe40593bcc,2021-04-29,2021-04-29 06:10:06.339980625,5,0,PASS,
Ibaa9d2038aa4,Bbaa9d2038aa4,2021-04-29,2021-04-29 02:14:38.433294003,5,0,PASS,
I95bac6a09185,B95bac6a09185,2021-04-30,2021-04-30 02:15:14.642871551,5,1,PASS,
Ie65e8eb6f575,Be65e8eb6f575,2021-04-30,2021-04-30 06:54:20.474131688,5,1,PASS,
I1c489f06053d,B1c489f06053d,2021-04-30,2021-04-30 02:14:07.058823529,5,0,PASS,
I2fbdc821b970,B2fbdc821b970,2021-05-01,2021-05-01 09:07:27.058823529,50,3,PASS,
If29464642e04,Bf29464642e04,2021-05-01,2021-05-01 10:29:48.235294117,9,2,PASS,
I05c50379dfe1,B05c50379dfe1,2021-05-01,2021-05-01 14:01:30.980392156,5,1,PASS,
I4ebb5b088033,B4ebb5b088033,2021-05-01,2021-05-01 18:09:20.929721154,5,0,PASS,
I91b19069306f,B91b19069306f,2021-05-01,2021-05-01 19:24:28.173038252,5,0,PASS,
If2f622ffa811,Bf2f622ffa811,2021-05-01,2021-05-01 03:10:54.128029095,5,0,PASS,
I18fdecb8ce04,B18fdecb8ce04,2021-05-03,2021-05-03 04:26:39.999999999,5,0,PASS,
I4582fe2e00e4,B4582fe2e00e4,2021-05-03,2021-05-03 02:12:29.021259993,5,0,PASS,
I8c7d60390cd9,B8c7d60390cd9,2021-05-03,2021-05-03 02:16:12.550871466,5,0,FAIL,underweight
I60911b236b4e,B60911b236b4e,2021-05-04,2021-05-04 04:09:24.705882352,17,0,FAIL,underproofed
Ie329e340d5de,Be329e340d5de,2021-05-04,2021-05-04 04:51:45.882352940,5,0,PASS,
I96e5e384b5ae,B96e5e384b5ae,2021-05-04,2021-05-04 02:03:53.334413585,5,0,PASS,
I8d341aa5ff5e,B8d341aa5ff5e,2021-05-04,2021-05-04 07:47:42.784613682,5,0,PASS,
Iccaf712840a2,Bccaf712840a2,2021-05-05,2021-05-05 02:07:40.784313725,5,1,PASS,
Iad9a701100cc,Bad9a701100cc,2021-05-05,2021-05-05 05:14:25.354280673,5,1,PASS,
I478d31bf9118,B478d31bf9118,2021-05-05,2021-05-05 05:43:54.079994194,5,0,PASS,
I7d6c7e629b13,B7d6c7e629b13,2021-05-05,2021-05-05 07:15:12.738920959,5,0,PASS,
Idd2b173f3dd7,Bdd2b173f3dd7,2021-05-06,2021-05-06 04:09:24.705882352,5,1,PASS,
I02c3b3b5906f,B02c3b3b5906f,2021-05-06,2021-05-06 02:06:10.589950988,5,0,PASS,
Id4b516b80698,Bd4b516b80698,2021-05-06,2021-05-06 04:40:03.137254901,5,0,PASS,
Iff26b662f749,Bff26b662f749,2021-05-06,2021-05-06 05:59:17.021401523,5,0,PASS,
Ic6296310078f,Bc6296310078f,2021-05-06,2021-05-06 06:49:28.786107405,5,0,PASS,
Idb99405039af,Bdb99405039af,2021-05-07,2021-05-07 02:05:13.725490196,5,0,FAIL,underproofed
Ibd3489872d72,Bbd3489872d72,2021-05-07,2021-05-07 08:25:02.515646310,5,0,PASS,
Idf2855225eb7,Bdf2855225eb7,2021-05-07,2021-05-07 02:17:31.636063713,5,0,PASS,
I5b23a4c80c4e,B5b23a4c80c4e,2021-05-07,2021-05-07 02:14:07.058823529,5,0,PASS,
I891267bbf444,B891267bbf444,2021-05-08,2021-05-08 13:08:32.941176470,6,0,PASS,
I2c1121fa9850,B2c1121fa9850,2021-05-08,2021-05-08 14:26:15.945330295,5,0,PASS,
I11346260ba7f,B11346260ba7f,2021-05-08,2021-05-08 16:37:09.018038654,5,0,PASS,
I26ee15ca2b3a,B26ee15ca2b3a,2021-05-08,2021-05-08 20:23:20.857809045,5,1,PASS,
I49423d68dcf1,B49423d68dcf1,2021-05-08,2021-05-08 03:15:57.135843230,5,0,PASS,
I001b1e9990ea,B001b1e9990ea,2021-05-08,2021-05-08 22:34:14.149722062,5,2,FAIL,colour
I789c7e290acc,B789c7e290acc,2021-05-08,2021-05-08 03:27:16.875286869,5,0,PASS,
Ia44d987c45a8,Ba44d987c45a8,2021-05-08,2021-05-08 02:02:21.176470588,5,0,PASS,
Iddab9ea32868,Bddab9ea32868,2021-05-10,2021-05-10 04:50:58.823529411,5,0,PASS,
If719652b2645,Bf719652b2645,2021-05-10,2021-05-10 05:03:55.910719438,5,1,PASS,
Ie7ff6176c2b3,Be7ff6176c2b3,2021-05-10,2021-05-10 02:09:03.138589330,5,0,PASS,
Ib3a6d6053a76,Bb3a6d6053a76,2021-05-10,2021-05-10 05:36:05.429679642,5,1,PASS,
Id6f5046307e3,Bd6f5046307e3,2021-05-10,2021-05-10 06:29:14.847456975,5,0,PASS,
I7e29ddb6b5b0,B7e29ddb6b5b0,2021-05-11,2021-05-11 02:14:59.872360440,5,1,FAIL,misshapen
If539abc4f0ae,Bf539abc4f0ae,2021-05-12,2021-05-12 02:10:17.648647428,5,0,PASS,
I7c0e0ca53c78,B7c0e0ca53c78,2021-05-12,2021-05-12 02:16:23.662163124,5,0,PASS,
I0d03940c615e,B0d03940c615e,2021-05-12,2021-05-12 08:20:43.255712435,5,0,PASS,
I809f5a1f4dd9,B809f5a1f4dd9,2021-05-12,2021-05-12 09:02:33.059634003,5,0,PASS,
I7113fb1408f6,B7113fb1408f6,2021-05-12,2021-05-12 10:24:38.230376934,5,0,PASS,
Iab6f93c177db,Bab6f93c177db,2021-05-13,2021-05-13 08:14:54.117647058,5,0,PASS,
I7df6a7107c25,B7df6a7107c25,2021-05-13,2021-05-13 02:30:06.672406709,5,0,PASS,
I12dc88290a73,B12dc88290a73,2021-05-13,2021-05-13 09:52:38.336506663,5,0,PASS,
I9a989a5d8c8b,B9a989a5d8c8b,2021-05-13,2021-05-13 10:04:50.358131801,5,0,PASS,
I698d50cb3d7e,B698d50cb3d7e,2021-05-13,2021-05-13 14:59:02.525481622,5,1,PASS,
I3739f11d1028,B3739f11d1028,2021-05-13,2021-05-13 02:37:41.575305525,5,0,PASS,
I317a7dab3c17,B317a7dab3c17,2021-05-13,2021-05-13 02:39:36.608162784,5,0,PASS,
Ie08d3298d472,Be08d3298d472,2021-05-13,2021-05-13 02:44:25.497207003,5,0,PASS,
I0fcc594c206d,B0fcc594c206d,2021-05-14,2021-05-14 07:31:45.882352941,47,0,PASS,
Id39da3f7d75a,Bd39da3f7d75a,2021-05-14,2021-05-14 02:25:09.810911433,10,1,FAIL,underproofed
I226a6550462a,B226a6550462a,2021-05-14,2021-05-14 09:45:56.078431372,5,0,PASS,
I26e14818ef03,B26e14818ef03,2021-05-14,2021-05-14 12:40:54.727245191,5,0,PASS,
I8704e53fa0a9,B8704e53fa0a9,2021-05-14,2021-05-14 16:46:40.051292649,5,0,PASS,
I94f2359d45ca,B94f2359d45ca,2021-05-15,2021-05-15 02:49:10.980392156,31,4,PASS,
Ie8404d344e2f,Be8404d344e2f,2021-05-15,2021-05-15 04:24:37.800958203,5,0,PASS,
Ief4efc216783,Bef4efc216783,2021-05-15,2021-05-15 22:21:53.334001402,5,0,PASS,
Iec0ad918665d,Bec0ad918665d,2021-05-15,2021-05-15 23:39:36.338155227,5,0,PASS,
I84f3bb19f049,B84f3bb19f049,2021-05-15,2021-05-15 23:55:22.357343087,5,1,PASS,
I5da1d77711af,B5da1d77711af,2021-05-15,2021-05-15 04:31:42.638003311,5,0,PASS,
Id29f91dacfa2,Bd29f91dacfa2,2021-05-15,2021-05-15 02:09:24.705882352,5,1,PASS,
I5ab74ebe5918,B5ab74ebe5918,2021-05-21,2021-05-21 03:56:04.705882352,5,0,PASS,
I0aee0d9cff31,B0aee0d9cff31,2021-05-21,2021-05-21 05:46:57.688395924,5,1,PASS,
I6cf9c1b7d14a,B6cf9c1b7d14a,2021-05-21,2021-05-21 06:11:00.718759687,5,0,PASS,
I226399c58226,B226399c58226,2021-05-21,2021-05-21 02:07:03.529411764,5,0,PASS,
I74c142207c61,B74c142207c61,2021-05-22,2021-05-22 03:15:50.990749866,10,0,PASS,
Icaa0053c1b2a,Bcaa0053c1b2a,2021-05-22,2021-05-22 14:22:44.705882352,9,0,PASS,
I8fb975077fb8,B8fb975077fb8,2021-05-22,2021-05-22 14:56:12.549019606,5,0,PASS,
Ic15f51216b53,Bc15f51216b53,2021-05-22,2021-05-22 16:40:25.680595917,5,0,PASS,
I03b0bf16ff32,B03b0bf16ff32,2021-05-22,2021-05-22 18:25:00.190399839,5,0,PASS,
I534be1356e06,B534be1356e06,2021-05-22,2021-05-22 20:52:30.432236291,5,0,PASS,
I02cb075afb43,B02cb075afb43,2021-05-22,2021-05-22 21:38:03.917429912,5,0,PASS,
Ifc4fe7967259,Bfc4fe7967259,2021-05-22,2021-05-22 02:18:49.411764705,5,0,PASS,
I9d80de1b5ade,B9d80de1b5ade,2021-05-24,2021-05-24 02:18:18.039215686,11,0,PASS,
I434879b1c085,B434879b1c085,2021-05-24,2021-05-24 08:05:55.551036902,5,0,PASS,
I503b8690d033,B503b8690d033,2021-05-24,2021-05-24 08:20:59.080448667,5,0,PASS,
Ibc3644c818f6,Bbc3644c818f6,2021-05-24,2021-05-24 10:27:51.867301057,5,0,PASS,
Ic334a69dd868,Bc334a69dd868,2021-05-24,2021-05-24 02:49:34.648876602,5,0,FAIL,underproofed
Ib6c453db5356,Bb6c453db5356,2021-05-25,2021-05-25 03:49:01.176470588,13,0,PASS,
I15cd2d133874,B15cd2d133874,2021-05-25,2021-05-25 04:18:02.352941176,5,0,PASS,
If33fc7612d6c,Bf33fc7612d6c,2021-05-25,2021-05-25 02:12:05.492102405,5,0,PASS,
I7209b3c62429,B7209b3c62429,2021-05-25,2021-05-25 05:15:13.506303769,5,1,PASS,
I434766c756b7,B434766c756b7,2021-05-25,2021-05-25 06:09:11.032765920,5,1,PASS,
I092d90292e9a,B092d90292e9a,2021-05-25,2021-05-25 02:19:42.355446632,5,0,PASS,
I88ca22051f03,B88ca22051f03,2021-05-25,2021-05-25 02:21:16.473093690,5,1,PASS,
Id7b5a073fa15,Bd7b5a073fa15,2021-05-26,2021-05-26 02:01:18.431372549,5,1,PASS,
I125bcff69a10,B125bcff69a10,2021-05-26,2021-05-26 02:11:45.882352941,5,0,PASS,
I9a7d955b4206,B9a7d955b4206,2021-05-27,2021-05-27 04:05:29.411764705,5,0,PASS,
Ia6c872e24b27,Ba6c872e24b27,2021-05-27,2021-05-27 05:51:34.673339480,5,0,PASS,
I58c409ddee63,B58c409ddee63,2021-05-28,2021-05-28 04:50:37.903978079,5,0,PASS,
Ife1c30134e52,Bfe1c30134e52,2021-05-28,2021-05-28 05:10:30.104996418,5,0,PASS,
I5a81b66f4fde,B5a81b66f4fde,2021-05-28,2021-05-28 06:10:27.356621029,5,0,PASS,
I02b81912ad0a,B02b81912ad0a,2021-05-29,2021-05-29 09:18:25.882352941,50,0,PASS,
I9fd285ad0e55,B9fd285ad0e55,2021-05-29,2021-05-29 15:02:48.815043101,5,2,PASS,
Iea252109b1c1,Bea252109b1c1,2021-05-29,2021-05-29 19:57:31.816011802,5,0,PASS,
I3b391e0b577e,B3b391e0b577e,2021-05-29,2021-05-29 03:17:04.455513201,5,0,FAIL,misshapen
I1d8de8c599b4,B1d8de8c599b4,2021-05-29,2021-05-29 03:24:05.371203512,5,0,PASS,
Ic4426a7605c6,Bc4426a7605c6,2021-05-31,2021-05-31 02:09:22.746438518,5,0,PASS,
I6438fb180195,B6438fb180195,2021-06-01,2021-06-01 05:46:05.342704043,5,0,PASS,
Ifc6dd5fc82c7,Bfc6dd5fc82c7,2021-06-02,2021-06-02 02:03:45.490196078,5,2,PASS,
Ib862b835f686,Bb862b835f686,2021-06-02,2021-06-02 04:34:56.770436581,5,0,PASS,
Iaf23cc1c339b,Baf23cc1c339b,2021-06-02,2021-06-02 02:13:52.681383650,5,0,PASS,
I8e9b25cf449f,B8e9b25cf449f,2021-06-03,2021-06-03 02:06:26.668726953,5,0,PASS,
I5b09b2aa4daf,B5b09b2aa4daf,2021-06-03,2021-06-03 02:08:43.923628913,5,0,PASS,
Iaeb91d3e7e0e,Baeb91d3e7e0e,2021-06-03,2021-06-03 02:16:22.421179953,5,0,FAIL,colour
I338711fffe35,B338711fffe35,2021-06-04,2021-06-04 02:16:57.649727680,5,0,PASS,
Icda79571babc,Bcda79571babc,2021-06-04,2021-06-04 05:43:31.764705881,5,0,PASS,
I88f0023d6907,B88f0023d6907,2021-06-04,2021-06-04 06:03:23.965724220,5,0,FAIL,underweight
I918395aff532,B918395aff532,2021-06-05,2021-06-05 02:30:03.921568627,17,0,FAIL,underweight
I0cc4a08c65f0,B0cc4a08c65f0,2021-06-05,2021-06-05 10:32:56.470588234,16,1,PASS,
I8fb12b82227f,B8fb12b82227f,2021-06-05,2021-06-05 03:01:51.773538529,7,1,PASS,
I06027ec5859e,B06027ec5859e,2021-06-05,2021-06-05 12:29:20.000000000,5,0,PASS,
I4a5539b5766a,B4a5539b5766a,2021-06-05,2021-06-05 03:17:43.737250115,5,1,PASS,
Idb3a5b3dd86e,Bdb3a5b3dd86e,2021-06-05,2021-06-05 17:13:02.164305055,5,0,PASS,
I19588b93e322,B19588b93e322,2021-06-05,2021-06-05 18:57:36.674108976,5,0,PASS,
Icc9521b1ab1c,Bcc9521b1ab1c,2021-06-05,2021-06-05 19:17:28.875127315,5,0,PASS,
I6b3efea3b9b4,B6b3efea3b9b4,2021-06-05,2021-06-05 19:59:18.679048883,5,0,PASS,
I7a40d773eef6,B7a40d773eef6,2021-06-07,2021-06-07 03:30:58.823529411,11,0,PASS,
I4f1e8935d0f4,B4f1e8935d0f4,2021-06-07,2021-06-07 03:54:30.588235293,5,0,PASS,
Ibda54bddc870,Bbda54bddc870,2021-06-07,2021-06-07 02:07:25.099055922,5,0,PASS,
I2c7c8e1c4171,B2c7c8e1c4171,2021-06-07,2021-06-07 04:52:07.914600919,5,0,PASS,
I8da87690c683,B8da87690c683,2021-06-07,2021-06-07 05:21:24.777346018,5,0,PASS,
I1079203220dc,B1079203220dc,2021-06-07,2021-06-07 06:02:22.204609938,5,0,PASS,
I355508bc9244,B355508bc9244,2021-06-08,2021-06-08 02:13:04.315631816,5,0,PASS,
Ifd800b9342af,Bfd800b9342af,2021-06-08,2021-06-08 02:14:12.943082797,5,0,PASS,
I2d1ebe52f222,B2d1ebe52f222,2021-06-08,2021-06-08 05:25:12.624198635,5,1,PASS,
Ic229b18660fe,Bc229b18660fe,2021-06-08,2021-06-08 02:18:06.930555564,5,0,PASS,
I477cfcdb4a31,B477cfcdb4a31,2021-06-08,2021-06-08 06:35:29.130111345,5,0,PASS,
Ic1370e361d05,Bc1370e361d05,2021-06-09,2021-06-09 02:07:46.668827170,5,0,PASS,
Ief638c5a2e20,Bef638c5a2e20,2021-06-09,2021-06-09 03:40:23.529411763,5,0,FAIL,misshapen
Ia5e034c2ec57,Ba5e034c2ec57,2021-06-09,2021-06-09 04:47:48.351422573,5,0,PASS,
Ia4092db25f12,Ba4092db25f12,2021-06-09,2021-06-09 05:51:29.576464313,5,2,PASS,
Idbf55ae63435,Bdbf55ae63435,2021-06-10,2021-06-10 06:05:32.280950021,5,0,PASS,
I50459c7359b0,B50459c7359b0,2021-06-10,2021-06-10 06:30:38.163302962,5,1,PASS,
I659ee07ca413,B659ee07ca413,2021-06-11,2021-06-11 03:52:56.470588234,5,0,PASS,
I4630839e1520,B4630839e1520,2021-06-11,2021-06-11 04:39:57.903978079,5,0,PASS,
Icd1a3de43edf,Bcd1a3de43edf,2021-06-11,2021-06-11 05:35:29.708423995,5,0,PASS,
I6914b4eba6e8,B6914b4eba6e8,2021-06-11,2021-06-11 02:19:28.630548912,5,0,PASS,
I5c210872101f,B5c210872101f,2021-06-11,2021-06-11 07:21:59.037328286,5,1,PASS,
I9518ef349b9b,B9518ef349b9b,2021-06-12,2021-06-12 09:52:09.411764705,50,0,PASS,
Ib5cbd53aa838,Bb5cbd53aa838,2021-06-12,2021-06-12 11:05:52.941176469,5,0,PASS,
Ic56852df481b,Bc56852df481b,2021-06-12,2021-06-12 03:11:00.795688142,5,0,PASS,
I1b1bac7887b8,B1b1bac7887b8,2021-06-12,2021-06-12 19:10:56.994651072,5,0,PASS,
I3b87e5e58830,B3b87e5e58830,2021-06-12,2021-06-12 03:24:50.863056219,5,0,PASS,
I6ce8452f9a63,B6ce8452f9a63,2021-06-12,2021-06-12 02:07:03.529411764,5,0,PASS,
I4cc4514b793d,B4cc4514b793d,2021-06-14,2021-06-14 06:08:37.486722115,5,0,PASS,
